Date,Created_at
102/02/18,2019-09-20 23:47:10.140654
102/02/19,2019-09-20 23:47:10.143583
102/02/20,2019-09-20 23:47:10.146597
102/02/21,2019-09-20 23:47:10.149291
102/02/22,2019-09-20 23:47:10.153036
102/02/23,2019-09-20 23:47:10.156588
102/02/25,2019-09-20 23:47:10.159337
102/02/26,2019-09-20 23:47:10.161194
102/02/27,2019-09-20 23:47:10.163343
102/03/01,2019-09-20 23:47:10.166615
102/03/04,2019-09-20 23:47:10.169691
102/03/05,2019-09-20 23:47:10.171703
102/03/06,2019-09-20 23:47:10.174146
102/03/07,2019-09-20 23:47:10.177327
102/03/08,2019-09-20 23:47:10.180190
102/03/11,2019-09-20 23:47:10.184293
102/03/12,2019-09-20 23:47:10.187438
102/03/13,2019-09-20 23:47:10.191235
102/03/14,2019-09-20 23:47:10.195084
102/03/15,2019-09-20 23:47:10.198498
102/03/18,2019-09-20 23:47:10.203361
102/03/19,2019-09-20 23:47:10.207771
102/03/20,2019-09-20 23:47:10.211250
102/03/21,2019-09-20 23:47:10.215164
102/03/22,2019-09-20 23:47:10.222740
102/03/25,2019-09-20 23:47:10.228879
102/03/26,2019-09-20 23:47:10.235092
102/03/27,2019-09-20 23:47:10.239447
102/03/28,2019-09-20 23:47:10.243899
102/03/29,2019-09-20 23:47:10.248893
102/04/01,2019-09-20 23:47:10.254324
102/04/02,2019-09-20 23:47:10.257066
102/04/03,2019-09-20 23:47:10.259948
102/04/08,2019-09-20 23:47:10.269661
102/04/09,2019-09-20 23:47:10.272682
102/04/10,2019-09-20 23:47:10.276311
102/04/11,2019-09-20 23:47:10.279599
102/04/12,2019-09-20 23:47:10.283579
102/04/15,2019-09-20 23:47:10.290475
102/04/16,2019-09-20 23:47:10.292596
102/04/17,2019-09-20 23:47:10.295105
102/04/18,2019-09-20 23:47:10.297969
102/04/19,2019-09-20 23:47:10.302107
102/04/22,2019-09-20 23:47:10.304377
102/04/23,2019-09-20 23:47:10.308482
102/04/24,2019-09-20 23:47:10.312200
102/04/25,2019-09-20 23:47:10.317115
102/04/26,2019-09-20 23:47:10.321101
102/04/29,2019-09-20 23:47:10.324931
102/04/30,2019-09-20 23:47:10.329613
102/05/02,2019-09-20 23:47:10.333771
102/05/03,2019-09-20 23:47:10.338608
102/05/06,2019-09-20 23:47:10.341917
102/05/07,2019-09-20 23:47:10.345339
102/05/08,2019-09-20 23:47:10.349175
102/05/09,2019-09-20 23:47:10.352965
102/05/10,2019-09-20 23:47:10.355147
102/05/13,2019-09-20 23:47:10.357317
102/05/14,2019-09-20 23:47:10.360515
102/05/15,2019-09-20 23:47:10.362653
102/05/16,2019-09-20 23:47:10.366404
102/05/17,2019-09-20 23:47:10.377847
102/05/20,2019-09-20 23:47:10.380216
102/05/21,2019-09-20 23:47:10.385917
102/05/22,2019-09-20 23:47:10.388096
102/05/23,2019-09-20 23:47:10.452252
102/05/24,2019-09-20 23:47:10.455139
102/05/27,2019-09-20 23:47:10.477019
102/05/28,2019-09-20 23:47:10.490499
102/05/29,2019-09-20 23:47:10.496127
102/05/30,2019-09-20 23:47:10.508759
102/05/31,2019-09-20 23:47:10.523910
102/06/03,2019-09-20 23:47:10.529059
102/06/04,2019-09-20 23:47:10.553188
102/06/05,2019-09-20 23:47:10.557937
102/06/06,2019-09-20 23:47:10.561785
102/06/07,2019-09-20 23:47:10.567480
102/06/10,2019-09-20 23:47:10.572415
102/06/11,2019-09-20 23:47:10.584230
102/06/13,2019-09-20 23:47:10.589343
102/06/14,2019-09-20 23:47:10.591548
102/06/17,2019-09-20 23:47:10.593999
102/06/18,2019-09-20 23:47:10.596186
102/06/19,2019-09-20 23:47:10.598363
102/06/20,2019-09-20 23:47:10.602806
102/06/21,2019-09-20 23:47:10.606298
102/06/24,2019-09-20 23:47:10.609913
102/06/25,2019-09-20 23:47:10.613115
102/06/26,2019-09-20 23:47:10.625137
102/06/27,2019-09-20 23:47:10.628983
102/06/28,2019-09-20 23:47:10.631244
102/07/01,2019-09-20 23:47:10.636129
102/07/02,2019-09-20 23:47:10.642339
102/07/03,2019-09-20 23:47:10.648641
102/07/04,2019-09-20 23:47:10.657021
102/07/05,2019-09-20 23:47:10.661218
102/07/08,2019-09-20 23:47:10.665494
102/07/09,2019-09-20 23:47:10.671587
102/07/10,2019-09-20 23:47:10.675966
102/07/11,2019-09-20 23:47:10.678203
102/07/12,2019-09-20 23:47:10.681663
102/07/15,2019-09-20 23:47:10.685399
102/07/16,2019-09-20 23:47:10.688752
102/07/17,2019-09-20 23:47:10.693453
102/07/18,2019-09-20 23:47:10.697188
102/07/19,2019-09-20 23:47:10.703853
102/07/22,2019-09-20 23:47:10.706122
102/07/23,2019-09-20 23:47:10.710485
102/07/24,2019-09-20 23:47:10.714780
102/07/25,2019-09-20 23:47:10.725665
102/07/26,2019-09-20 23:47:10.751054
102/07/29,2019-09-20 23:47:10.762306
102/07/30,2019-09-20 23:47:10.786213
102/07/31,2019-09-20 23:47:10.795753
102/08/01,2019-09-20 23:47:10.803690
102/08/02,2019-09-20 23:47:10.807126
102/08/05,2019-09-20 23:47:10.810182
102/08/06,2019-09-20 23:47:10.812809
102/08/07,2019-09-20 23:47:10.815002
102/08/08,2019-09-20 23:47:10.819854
102/08/09,2019-09-20 23:47:10.827819
102/08/12,2019-09-20 23:47:10.835931
102/08/13,2019-09-20 23:47:10.839639
102/08/14,2019-09-20 23:47:10.860421
102/08/15,2019-09-20 23:47:10.862643
102/08/16,2019-09-20 23:47:10.873369
102/08/19,2019-09-20 23:47:10.879014
102/08/20,2019-09-20 23:47:10.883940
102/08/22,2019-09-20 23:47:10.891650
102/08/23,2019-09-20 23:47:10.894134
102/08/26,2019-09-20 23:47:10.904782
102/08/27,2019-09-20 23:47:10.913781
102/08/28,2019-09-20 23:47:10.928796
102/08/29,2019-09-20 23:47:10.932045
102/08/30,2019-09-20 23:47:10.938930
102/09/02,2019-09-20 23:47:10.947408
102/09/03,2019-09-20 23:47:10.949630
102/09/04,2019-09-20 23:47:10.954670
102/09/05,2019-09-20 23:47:10.965869
102/09/06,2019-09-20 23:47:10.993213
102/09/09,2019-09-20 23:47:10.999021
102/09/10,2019-09-20 23:47:11.004998
102/09/11,2019-09-20 23:47:11.011989
102/09/12,2019-09-20 23:47:11.029558
102/09/13,2019-09-20 23:47:11.037390
102/09/14,2019-09-20 23:47:11.040502
102/09/16,2019-09-20 23:47:11.043465
102/09/17,2019-09-20 23:47:11.051829
102/09/18,2019-09-20 23:47:11.054065
102/09/23,2019-09-20 23:47:11.056664
102/09/24,2019-09-20 23:47:11.058857
102/09/25,2019-09-20 23:47:11.062061
102/09/26,2019-09-20 23:47:11.065829
102/09/27,2019-09-20 23:47:11.069539
102/09/30,2019-09-20 23:47:11.078210
102/10/01,2019-09-20 23:47:11.085038
102/10/02,2019-09-20 23:47:11.089566
102/10/03,2019-09-20 23:47:11.097873
102/10/04,2019-09-20 23:47:11.138378
102/10/07,2019-09-20 23:47:11.143428
102/10/08,2019-09-20 23:47:11.149134
102/10/09,2019-09-20 23:47:11.158621
102/10/11,2019-09-20 23:47:11.173271
102/10/14,2019-09-20 23:47:11.183601
102/10/15,2019-09-20 23:47:11.194987
102/10/16,2019-09-20 23:47:11.211094
102/10/17,2019-09-20 23:47:11.225489
102/10/18,2019-09-20 23:47:11.247414
102/10/21,2019-09-20 23:47:11.259938
102/10/22,2019-09-20 23:47:11.284552
102/10/23,2019-09-20 23:47:11.288527
102/10/24,2019-09-20 23:47:11.292910
102/10/25,2019-09-20 23:47:11.295239
102/10/28,2019-09-20 23:47:11.298436
102/10/29,2019-09-20 23:47:11.305955
102/10/30,2019-09-20 23:47:11.313445
102/10/31,2019-09-20 23:47:11.318243
102/11/01,2019-09-20 23:47:11.412336
102/11/04,2019-09-20 23:47:11.423227
102/11/05,2019-09-20 23:47:11.426207
102/11/06,2019-09-20 23:47:11.429460
102/11/07,2019-09-20 23:47:11.434363
102/11/08,2019-09-20 23:47:11.438037
102/11/11,2019-09-20 23:47:11.440223
102/11/12,2019-09-20 23:47:11.442483
102/11/13,2019-09-20 23:47:11.444724
102/11/14,2019-09-20 23:47:11.447225
102/11/15,2019-09-20 23:47:11.449695
102/11/18,2019-09-20 23:47:11.453781
102/11/19,2019-09-20 23:47:11.457636
102/11/20,2019-09-20 23:47:11.461285
102/11/21,2019-09-20 23:47:11.464731
102/11/22,2019-09-20 23:47:11.469869
102/11/25,2019-09-20 23:47:11.472088
102/11/26,2019-09-20 23:47:11.475117
102/11/27,2019-09-20 23:47:11.477380
102/11/28,2019-09-20 23:47:11.480186
102/11/29,2019-09-20 23:47:11.486206
102/12/02,2019-09-20 23:47:11.492083
102/12/03,2019-09-20 23:47:11.496761
102/12/04,2019-09-20 23:47:11.503776
102/12/05,2019-09-20 23:47:11.508280
102/12/06,2019-09-20 23:47:11.511451
102/12/09,2019-09-20 23:47:11.513698
102/12/10,2019-09-20 23:47:11.527381
102/12/11,2019-09-20 23:47:11.547249
102/12/12,2019-09-20 23:47:11.549799
102/12/13,2019-09-20 23:47:11.555457
102/12/16,2019-09-20 23:47:11.559525
102/12/17,2019-09-20 23:47:11.563736
102/12/18,2019-09-20 23:47:11.570019
102/12/19,2019-09-20 23:47:11.573813
102/12/20,2019-09-20 23:47:11.577308
102/12/23,2019-09-20 23:47:11.580738
102/12/24,2019-09-20 23:47:11.583713
102/12/25,2019-09-20 23:47:11.589773
102/12/26,2019-09-20 23:47:11.599763
102/12/27,2019-09-20 23:47:11.613394
102/12/30,2019-09-20 23:47:11.633788
102/12/31,2019-09-20 23:47:11.644045
103/01/02,2019-09-20 23:47:11.647636
103/01/03,2019-09-20 23:47:11.654541
103/01/06,2019-09-20 23:47:11.659047
103/01/07,2019-09-20 23:47:11.662538
103/01/08,2019-09-20 23:47:11.667390
103/01/09,2019-09-20 23:47:11.670937
103/01/10,2019-09-20 23:47:11.681128
103/01/13,2019-09-20 23:47:11.687935
103/01/14,2019-09-20 23:47:11.693448
103/01/15,2019-09-20 23:47:11.700718
103/01/16,2019-09-20 23:47:11.713933
103/01/17,2019-09-20 23:47:11.716358
103/01/20,2019-09-20 23:47:11.723157
103/01/21,2019-09-20 23:47:11.727172
103/01/22,2019-09-20 23:47:11.732797
103/01/23,2019-09-20 23:47:11.745513
103/01/24,2019-09-20 23:47:11.749104
103/01/27,2019-09-20 23:47:11.758202
103/02/05,2019-09-20 23:47:11.760517
103/02/06,2019-09-20 23:47:11.770869
103/02/07,2019-09-20 23:47:11.773561
103/02/10,2019-09-20 23:47:11.776659
103/02/11,2019-09-20 23:47:11.784315
103/02/12,2019-09-20 23:47:11.789069
103/02/13,2019-09-20 23:47:11.798868
103/02/14,2019-09-20 23:47:11.806237
103/02/17,2019-09-20 23:47:11.809364
103/02/18,2019-09-20 23:47:11.817399
103/02/19,2019-09-20 23:47:11.823572
103/02/20,2019-09-20 23:47:11.833804
103/02/21,2019-09-20 23:47:11.839702
103/02/24,2019-09-20 23:47:11.845930
103/02/25,2019-09-20 23:47:11.860728
103/02/26,2019-09-20 23:47:11.873642
103/02/27,2019-09-20 23:47:11.877495
103/03/03,2019-09-20 23:47:11.882334
103/03/04,2019-09-20 23:47:11.888470
103/03/05,2019-09-20 23:47:11.891228
103/03/06,2019-09-20 23:47:11.895865
103/03/07,2019-09-20 23:47:11.908170
103/03/10,2019-09-20 23:47:11.917034
103/03/11,2019-09-20 23:47:11.924765
103/03/12,2019-09-20 23:47:11.928436
103/03/13,2019-09-20 23:47:11.933830
103/03/14,2019-09-20 23:47:11.937545
103/03/17,2019-09-20 23:47:11.941339
103/03/18,2019-09-20 23:47:11.946568
103/03/19,2019-09-20 23:47:11.951200
103/03/20,2019-09-20 23:47:11.955722
103/03/21,2019-09-20 23:47:11.960047
103/03/24,2019-09-20 23:47:11.964930
103/03/25,2019-09-20 23:47:11.969908
103/03/26,2019-09-20 23:47:11.973562
103/03/27,2019-09-20 23:47:11.977452
103/03/28,2019-09-20 23:47:11.981462
103/03/31,2019-09-20 23:47:11.986349
103/04/01,2019-09-20 23:47:11.991116
103/04/02,2019-09-20 23:47:11.996321
103/04/03,2019-09-20 23:47:12.000016
103/04/07,2019-09-20 23:47:12.004334
103/04/08,2019-09-20 23:47:12.008256
103/04/09,2019-09-20 23:47:12.012146
103/04/10,2019-09-20 23:47:12.016912
103/04/11,2019-09-20 23:47:12.021560
103/04/14,2019-09-20 23:47:12.025119
103/04/15,2019-09-20 23:47:12.028799
103/04/16,2019-09-20 23:47:12.031578
103/04/17,2019-09-20 23:47:12.055258
103/04/18,2019-09-20 23:47:12.059455
103/04/21,2019-09-20 23:47:12.068284
103/04/22,2019-09-20 23:47:12.077409
103/04/23,2019-09-20 23:47:12.081342
103/04/24,2019-09-20 23:47:12.097114
103/04/25,2019-09-20 23:47:12.104735
103/04/28,2019-09-20 23:47:12.112907
103/04/29,2019-09-20 23:47:12.122723
103/04/30,2019-09-20 23:47:12.128299
103/05/02,2019-09-20 23:47:12.131901
103/05/05,2019-09-20 23:47:12.138423
103/05/06,2019-09-20 23:47:12.142705
103/05/07,2019-09-20 23:47:12.146488
103/05/08,2019-09-20 23:47:12.151864
103/05/09,2019-09-20 23:47:12.162366
103/05/12,2019-09-20 23:47:12.168884
103/05/13,2019-09-20 23:47:12.175333
103/05/14,2019-09-20 23:47:12.179467
103/05/15,2019-09-20 23:47:12.188476
103/05/16,2019-09-20 23:47:12.197623
103/05/19,2019-09-20 23:47:12.201729
103/05/20,2019-09-20 23:47:12.207633
103/05/21,2019-09-20 23:47:12.211543
103/05/22,2019-09-20 23:47:12.221542
103/05/23,2019-09-20 23:47:12.235212
103/05/26,2019-09-20 23:47:12.243465
103/05/27,2019-09-20 23:47:12.252394
103/05/28,2019-09-20 23:47:12.272010
103/05/29,2019-09-20 23:47:12.275652
103/05/30,2019-09-20 23:47:12.279550
103/06/03,2019-09-20 23:47:12.283492
103/06/04,2019-09-20 23:47:12.288658
103/06/05,2019-09-20 23:47:12.293036
103/06/06,2019-09-20 23:47:12.297255
103/06/09,2019-09-20 23:47:12.301187
103/06/10,2019-09-20 23:47:12.306812
103/06/11,2019-09-20 23:47:12.331867
103/06/12,2019-09-20 23:47:12.339305
103/06/13,2019-09-20 23:47:12.343717
103/06/16,2019-09-20 23:47:12.349377
103/06/17,2019-09-20 23:47:12.360286
103/06/18,2019-09-20 23:47:12.371685
103/06/19,2019-09-20 23:47:12.377934
103/06/20,2019-09-20 23:47:12.382796
103/06/23,2019-09-20 23:47:12.393850
103/06/24,2019-09-20 23:47:12.398858
103/06/25,2019-09-20 23:47:12.403430
103/06/26,2019-09-20 23:47:12.411932
103/06/27,2019-09-20 23:47:12.416798
103/06/30,2019-09-20 23:47:12.432605
103/07/01,2019-09-20 23:47:12.436219
103/07/02,2019-09-20 23:47:12.439196
103/07/03,2019-09-20 23:47:12.441629
103/07/04,2019-09-20 23:47:12.444176
103/07/07,2019-09-20 23:47:12.446580
103/07/08,2019-09-20 23:47:12.449893
103/07/09,2019-09-20 23:47:12.453460
103/07/10,2019-09-20 23:47:12.457067
103/07/11,2019-09-20 23:47:12.462616
103/07/14,2019-09-20 23:47:12.468300
103/07/15,2019-09-20 23:47:12.475876
103/07/16,2019-09-20 23:47:12.483617
103/07/17,2019-09-20 23:47:12.489241
103/07/18,2019-09-20 23:47:12.493040
103/07/21,2019-09-20 23:47:12.498121
103/07/22,2019-09-20 23:47:12.509369
103/07/24,2019-09-20 23:47:12.514225
103/07/25,2019-09-20 23:47:12.527764
103/07/28,2019-09-20 23:47:12.538098
103/07/29,2019-09-20 23:47:12.542585
103/07/30,2019-09-20 23:47:12.546002
103/07/31,2019-09-20 23:47:12.550932
103/08/01,2019-09-20 23:47:12.555637
103/08/04,2019-09-20 23:47:12.559921
103/08/05,2019-09-20 23:47:12.564922
103/08/06,2019-09-20 23:47:12.570223
103/08/07,2019-09-20 23:47:12.574548
103/08/08,2019-09-20 23:47:12.578783
103/08/11,2019-09-20 23:47:12.583548
103/08/12,2019-09-20 23:47:12.587594
103/08/13,2019-09-20 23:47:12.590756
103/08/14,2019-09-20 23:47:12.594358
103/08/15,2019-09-20 23:47:12.597650
103/08/18,2019-09-20 23:47:12.602117
103/08/19,2019-09-20 23:47:12.606652
103/08/20,2019-09-20 23:47:12.610349
103/08/21,2019-09-20 23:47:12.613964
103/08/22,2019-09-20 23:47:12.618264
103/08/25,2019-09-20 23:47:12.622565
103/08/26,2019-09-20 23:47:12.625576
103/08/27,2019-09-20 23:47:12.628909
103/08/28,2019-09-20 23:47:12.631879
103/08/29,2019-09-20 23:47:12.636602
103/09/01,2019-09-20 23:47:12.641762
103/09/02,2019-09-20 23:47:12.645008
103/09/03,2019-09-20 23:47:12.649506
103/09/04,2019-09-20 23:47:12.653190
103/09/05,2019-09-20 23:47:12.657745
103/09/09,2019-09-20 23:47:12.662189
103/09/10,2019-09-20 23:47:12.666539
103/09/11,2019-09-20 23:47:12.671219
103/09/12,2019-09-20 23:47:12.675743
103/09/15,2019-09-20 23:47:12.680634
103/09/16,2019-09-20 23:47:12.685157
103/09/17,2019-09-20 23:47:12.689266
103/09/18,2019-09-20 23:47:12.691731
103/09/19,2019-09-20 23:47:12.695159
103/09/22,2019-09-20 23:47:12.698551
103/09/23,2019-09-20 23:47:12.701586
103/09/24,2019-09-20 23:47:12.705293
103/09/25,2019-09-20 23:47:12.708899
103/09/26,2019-09-20 23:47:12.712357
103/09/29,2019-09-20 23:47:12.717323
103/09/30,2019-09-20 23:47:12.720934
103/10/01,2019-09-20 23:47:12.724437
103/10/02,2019-09-20 23:47:12.727643
103/10/03,2019-09-20 23:47:12.731425
103/10/06,2019-09-20 23:47:12.735584
103/10/07,2019-09-20 23:47:12.739961
103/10/08,2019-09-20 23:47:12.742712
103/10/09,2019-09-20 23:47:12.744829
103/10/13,2019-09-20 23:47:12.747982
103/10/14,2019-09-20 23:47:12.751555
103/10/15,2019-09-20 23:47:12.756376
103/10/16,2019-09-20 23:47:12.760931
103/10/17,2019-09-20 23:47:12.764369
103/10/20,2019-09-20 23:47:12.768454
103/10/21,2019-09-20 23:47:12.773321
103/10/22,2019-09-20 23:47:12.776292
103/10/23,2019-09-20 23:47:12.778901
103/10/24,2019-09-20 23:47:12.781350
103/10/27,2019-09-20 23:47:12.785301
103/10/28,2019-09-20 23:47:12.788629
103/10/29,2019-09-20 23:47:12.791280
103/10/30,2019-09-20 23:47:12.794270
103/10/31,2019-09-20 23:47:12.797727
103/11/03,2019-09-20 23:47:12.801101
103/11/04,2019-09-20 23:47:12.804847
103/11/05,2019-09-20 23:47:12.808141
103/11/06,2019-09-20 23:47:12.812164
103/11/07,2019-09-20 23:47:12.816645
103/11/10,2019-09-20 23:47:12.820553
103/11/11,2019-09-20 23:47:12.823937
103/11/12,2019-09-20 23:47:12.827084
103/11/13,2019-09-20 23:47:12.830492
103/11/14,2019-09-20 23:47:12.834037
103/11/17,2019-09-20 23:47:12.836865
103/11/18,2019-09-20 23:47:12.839625
103/11/19,2019-09-20 23:47:12.842667
103/11/20,2019-09-20 23:47:12.846606
103/11/21,2019-09-20 23:47:12.850109
103/11/24,2019-09-20 23:47:12.853934
103/11/25,2019-09-20 23:47:12.858424
103/11/26,2019-09-20 23:47:12.861966
103/11/27,2019-09-20 23:47:12.866089
103/11/28,2019-09-20 23:47:12.870847
103/12/01,2019-09-20 23:47:12.875109
103/12/02,2019-09-20 23:47:12.878142
103/12/03,2019-09-20 23:47:12.881154
103/12/04,2019-09-20 23:47:12.884067
103/12/05,2019-09-20 23:47:12.887750
103/12/08,2019-09-20 23:47:12.890516
103/12/09,2019-09-20 23:47:12.892772
103/12/10,2019-09-20 23:47:12.896088
103/12/11,2019-09-20 23:47:12.899915
103/12/12,2019-09-20 23:47:12.904191
103/12/15,2019-09-20 23:47:12.907703
103/12/16,2019-09-20 23:47:12.912416
103/12/17,2019-09-20 23:47:12.916295
103/12/18,2019-09-20 23:47:12.921195
103/12/19,2019-09-20 23:47:12.924331
103/12/22,2019-09-20 23:47:12.927932
103/12/23,2019-09-20 23:47:12.931454
103/12/24,2019-09-20 23:47:12.935848
103/12/25,2019-09-20 23:47:12.938989
103/12/26,2019-09-20 23:47:12.942593
103/12/27,2019-09-20 23:47:12.946165
103/12/29,2019-09-20 23:47:12.949897
103/12/30,2019-09-20 23:47:12.953814
103/12/31,2019-09-20 23:47:12.957777
104/01/05,2019-09-20 23:47:12.961604
104/01/06,2019-09-20 23:47:12.965098
104/01/07,2019-09-20 23:47:12.968802
104/01/08,2019-09-20 23:47:12.972403
104/01/09,2019-09-20 23:47:12.975969
104/01/12,2019-09-20 23:47:12.979678
104/01/13,2019-09-20 23:47:12.983895
104/01/14,2019-09-20 23:47:12.987412
104/01/15,2019-09-20 23:47:12.991381
104/01/16,2019-09-20 23:47:12.994943
104/01/19,2019-09-20 23:47:12.998534
104/01/20,2019-09-20 23:47:13.002268
104/01/21,2019-09-20 23:47:13.006399
104/01/22,2019-09-20 23:47:13.010222
104/01/23,2019-09-20 23:47:13.014197
104/01/26,2019-09-20 23:47:13.018266
104/01/27,2019-09-20 23:47:13.021902
104/01/28,2019-09-20 23:47:13.025258
104/01/29,2019-09-20 23:47:13.029922
104/01/30,2019-09-20 23:47:13.034815
104/02/02,2019-09-20 23:47:13.038583
104/02/03,2019-09-20 23:47:13.042304
104/02/04,2019-09-20 23:47:13.046663
104/02/05,2019-09-20 23:47:13.050254
104/02/06,2019-09-20 23:47:13.055524
104/02/09,2019-09-20 23:47:13.063590
104/02/10,2019-09-20 23:47:13.071272
104/02/11,2019-09-20 23:47:13.074796
104/02/12,2019-09-20 23:47:13.078512
104/02/13,2019-09-20 23:47:13.083863
104/02/24,2019-09-20 23:47:13.088004
104/02/25,2019-09-20 23:47:13.091564
104/02/26,2019-09-20 23:47:13.095184
104/03/02,2019-09-20 23:47:13.098596
104/03/03,2019-09-20 23:47:13.102604
104/03/04,2019-09-20 23:47:13.107027
104/03/05,2019-09-20 23:47:13.110628
104/03/06,2019-09-20 23:47:13.114176
104/03/09,2019-09-20 23:47:13.118098
104/03/10,2019-09-20 23:47:13.122050
104/03/11,2019-09-20 23:47:13.125794
104/03/12,2019-09-20 23:47:13.129163
104/03/13,2019-09-20 23:47:13.132964
104/03/16,2019-09-20 23:47:13.137450
104/03/17,2019-09-20 23:47:13.141606
104/03/18,2019-09-20 23:47:13.145547
104/03/19,2019-09-20 23:47:13.149904
104/03/20,2019-09-20 23:47:13.154955
104/03/23,2019-09-20 23:47:13.159657
104/03/24,2019-09-20 23:47:13.163137
104/03/25,2019-09-20 23:47:13.167679
104/03/26,2019-09-20 23:47:13.172498
104/03/27,2019-09-20 23:47:13.176423
104/03/30,2019-09-20 23:47:13.180175
104/03/31,2019-09-20 23:47:13.184305
104/04/01,2019-09-20 23:47:13.190982
104/04/02,2019-09-20 23:47:13.194686
104/04/07,2019-09-20 23:47:13.198364
104/04/08,2019-09-20 23:47:13.205231
104/04/09,2019-09-20 23:47:13.210639
104/04/10,2019-09-20 23:47:13.224471
104/04/13,2019-09-20 23:47:13.234516
104/04/14,2019-09-20 23:47:13.239921
104/04/15,2019-09-20 23:47:13.250774
104/04/16,2019-09-20 23:47:13.291097
104/04/17,2019-09-20 23:47:13.301502
104/04/20,2019-09-20 23:47:13.306734
104/04/21,2019-09-20 23:47:13.309726
104/04/22,2019-09-20 23:47:13.312674
104/04/23,2019-09-20 23:47:13.318700
104/04/24,2019-09-20 23:47:13.323325
104/04/27,2019-09-20 23:47:13.326599
104/04/28,2019-09-20 23:47:13.344255
104/04/29,2019-09-20 23:47:13.350714
104/04/30,2019-09-20 23:47:13.357254
104/05/04,2019-09-20 23:47:13.362701
104/05/05,2019-09-20 23:47:13.369860
104/05/06,2019-09-20 23:47:13.375286
104/05/07,2019-09-20 23:47:13.380307
104/05/08,2019-09-20 23:47:13.385938
104/05/11,2019-09-20 23:47:13.397030
104/05/12,2019-09-20 23:47:13.407189
104/05/13,2019-09-20 23:47:13.410704
104/05/14,2019-09-20 23:47:13.429494
104/05/15,2019-09-20 23:47:13.432763
104/05/18,2019-09-20 23:47:13.436746
104/05/19,2019-09-20 23:47:13.440214
104/05/20,2019-09-20 23:47:13.443318
104/05/21,2019-09-20 23:47:13.446378
104/05/22,2019-09-20 23:47:13.450964
104/05/25,2019-09-20 23:47:13.454336
104/05/26,2019-09-20 23:47:13.466683
104/05/27,2019-09-20 23:47:13.474835
104/05/28,2019-09-20 23:47:13.478412
104/05/29,2019-09-20 23:47:13.482969
104/06/01,2019-09-20 23:47:13.488154
104/06/02,2019-09-20 23:47:13.492023
104/06/03,2019-09-20 23:47:13.510789
104/06/04,2019-09-20 23:47:13.524810
104/06/05,2019-09-20 23:47:13.547953
104/06/08,2019-09-20 23:47:13.555938
104/06/09,2019-09-20 23:47:13.559368
104/06/10,2019-09-20 23:47:13.562880
104/06/11,2019-09-20 23:47:13.567354
104/06/12,2019-09-20 23:47:13.570974
104/06/15,2019-09-20 23:47:13.574977
104/06/16,2019-09-20 23:47:13.578458
104/06/17,2019-09-20 23:47:13.598498
104/06/18,2019-09-20 23:47:13.627974
104/06/22,2019-09-20 23:47:13.634168
104/06/23,2019-09-20 23:47:13.639196
104/06/24,2019-09-20 23:47:13.646323
104/06/25,2019-09-20 23:47:13.653819
104/06/26,2019-09-20 23:47:13.660576
104/06/29,2019-09-20 23:47:13.665362
104/06/30,2019-09-20 23:47:13.669861
104/07/01,2019-09-20 23:47:13.674347
104/07/02,2019-09-20 23:47:13.679894
104/07/03,2019-09-20 23:47:13.689208
104/07/06,2019-09-20 23:47:13.723161
104/07/07,2019-09-20 23:47:13.730030
104/07/08,2019-09-20 23:47:13.769055
104/07/09,2019-09-20 23:47:13.777003
104/07/13,2019-09-20 23:47:13.785243
104/07/14,2019-09-20 23:47:13.804664
104/07/15,2019-09-20 23:47:13.809212
104/07/16,2019-09-20 23:47:13.813541
104/07/17,2019-09-20 23:47:13.818626
104/07/20,2019-09-20 23:47:13.823813
104/07/21,2019-09-20 23:47:13.826924
104/07/22,2019-09-20 23:47:13.830485
104/07/23,2019-09-20 23:47:13.835121
104/07/24,2019-09-20 23:47:13.847678
104/07/27,2019-09-20 23:47:13.853359
104/07/28,2019-09-20 23:47:13.876690
104/07/29,2019-09-20 23:47:13.880267
104/07/30,2019-09-20 23:47:13.913474
104/07/31,2019-09-20 23:47:13.925222
104/08/03,2019-09-20 23:47:13.929506
104/08/04,2019-09-20 23:47:13.935340
104/08/05,2019-09-20 23:47:13.941368
104/08/06,2019-09-20 23:47:13.944842
104/08/07,2019-09-20 23:47:13.948096
104/08/10,2019-09-20 23:47:13.952224
104/08/11,2019-09-20 23:47:13.959349
104/08/12,2019-09-20 23:47:13.968014
104/08/13,2019-09-20 23:47:13.991299
104/08/14,2019-09-20 23:47:13.995966
104/08/17,2019-09-20 23:47:14.006654
104/08/18,2019-09-20 23:47:14.012173
104/08/19,2019-09-20 23:47:14.018062
104/08/20,2019-09-20 23:47:14.025025
104/08/21,2019-09-20 23:47:14.029976
104/08/24,2019-09-20 23:47:14.035069
104/08/25,2019-09-20 23:47:14.038754
104/08/26,2019-09-20 23:47:14.043785
104/08/27,2019-09-20 23:47:14.049348
104/08/28,2019-09-20 23:47:14.060284
104/08/31,2019-09-20 23:47:14.073462
104/09/01,2019-09-20 23:47:14.077965
104/09/02,2019-09-20 23:47:14.084800
104/09/03,2019-09-20 23:47:14.089391
104/09/04,2019-09-20 23:47:14.093798
104/09/07,2019-09-20 23:47:14.100637
104/09/08,2019-09-20 23:47:14.109385
104/09/09,2019-09-20 23:47:14.113556
104/09/10,2019-09-20 23:47:14.119311
104/09/11,2019-09-20 23:47:14.123144
