公司代號,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),年份,季度,公司名稱
2063,436.88,21.47,5.93,11.81,10.4,102,3,世鎧
2066,777.28,28.47,16.95,18.85,15.19,102,3,世德
2067,725.47,16.9,3.88,3.83,3.35,102,3,嘉鋼
2221,510.96,19.35,3.29,1.12,1.68,102,3,大甲永和
2230,278.24,21.07,3.83,3.87,3.28,102,3,泰茂
2596,372.33,48.8,33.38,32.85,31.37,102,3,綠意開發
2640,813.55,53.31,22.56,23.42,19.26,102,3,大車隊
2718,183.7,20.88,5.78,8.41,6.72,102,3,晶悅
2719,2469.55,14.51,2.26,2.69,2.7,102,3,燦星旅
2724,703.01,24.09,3.73,5.82,4.45,102,3,富驛-KY
2729,1715.68,53.82,14.45,15.07,12.5,102,3,瓦城泰統
2734,1150.31,13.1,3.33,3.6,3.58,102,3,易飛網
2916,889.73,43.19,-2.3,-0.25,-0.25,102,3,滿心企業
2924,1115.68,64.32,10.82,12.19,7.99,102,3,東凌-KY
2926,2495.06,42.19,10.06,11.35,9.38,102,3,誠品生活
3064,183.02,31.48,-82.8,-8.18,-7.48,102,3,泰偉電子
3066,443.13,0.18,-33.72,-36.24,-36.24,102,3,李洲科技
3067,302.47,20.83,-3.24,-3.48,-3.54,102,3,全域
3071,2162.38,13.52,-3.82,-3.28,-4.37,102,3,協禧電機
3073,117.87,16.65,-32.32,7.13,7.49,102,3,凱柏實業
3078,3820.28,15.4,4.99,6.57,5.01,102,3,僑威科技
3083,560.82,94.04,-1.27,1.36,1.07,102,3,中華網龍
3085,345.85,25.48,-9.44,-3.09,-4.23,102,3,新零售
3086,506.84,41.2,-14.59,-14.37,-15.44,102,3,華義國際
3088,2700.78,35.6,10.14,10.82,8.35,102,3,艾訊
3089,236.95,11.96,-12.28,-6.65,-8.78,102,3,元炬
3092,1262.33,10.69,-1.4,-2.02,-1.95,102,3,鴻碩
3093,687.39,38.48,9.22,11.93,9.84,102,3,港建
3095,3819.45,3.44,-10.61,-16.45,-16.82,102,3,及成
3105,8554.91,31.79,21.8,24.61,19.7,102,3,穩懋
3114,1080.6,11.15,1.32,2.56,2.24,102,3,好德科技
3115,471.7,15.0,6.01,6.82,6.38,102,3,寶島極
3118,388.37,35.24,12.63,13.02,10.94,102,3,進階生物
3128,704.94,16.27,1.09,2.25,1.55,102,3,昇銳電子
3131,1742.45,45.37,28.54,29.07,23.79,102,3,弘塑科技
3141,686.37,43.03,7.57,8.43,6.57,102,3,晶宏
3144,1135.77,26.07,14.0,14.67,12.95,102,3,新揚科
3152,993.37,50.26,37.03,39.09,35.96,102,3,璟德電子
3162,605.17,6.25,-11.21,-10.29,-8.63,102,3,精確實業
3163,1646.49,23.78,14.49,14.6,15.41,102,3,波若威
3169,424.59,44.48,17.66,18.79,17.23,102,3,亞信電子
3171,400.44,14.2,-11.0,8.82,8.82,102,3,新洲全球
3176,61.41,50.76,-635.58,-566.66,-418.53,102,3,基亞
3188,252.56,23.66,-9.63,-7.87,-5.09,102,3,鑫龍騰
3191,571.26,11.09,-4.39,-5.51,-5.9,102,3,和進
3202,1497.45,7.5,-5.11,-7.42,-6.79,102,3,樺晟電子
3205,215.72,28.59,-8.49,-7.8,-6.85,102,3,佰研
3206,801.04,21.25,-0.01,1.95,1.5,102,3,志豐電子
3207,788.05,8.27,-7.52,-8.39,-7.5,102,3,耀勝
3211,17394.04,5.98,2.9,4.62,3.49,102,3,順達科
3213,1421.65,21.12,8.44,11.19,8.92,102,3,茂訊電腦
3217,1215.47,23.39,6.31,7.95,6.34,102,3,優群科技
3218,665.38,54.83,6.63,7.82,6.49,102,3,大學光
3219,150.54,38.54,-4.37,-3.29,-3.29,102,3,倚強股份
3221,1188.78,15.71,3.55,6.18,4.95,102,3,台灣嘉碩
3224,1647.47,10.43,0.45,0.7,0.7,102,3,三顧
3226,483.4,18.58,1.98,2.87,2.87,102,3,至寶電
3227,3429.42,41.59,5.12,6.55,5.68,102,3,原相
3228,198.96,66.2,-21.54,-20.53,-20.0,102,3,金麗科
3230,1486.36,6.99,-6.94,0.59,0.44,102,3,錦明實
3232,819.92,11.16,3.04,2.38,2.16,102,3,昱捷
3234,1416.77,18.29,5.2,5.52,4.86,102,3,光環
3236,1171.98,13.79,0.07,0.68,0.07,102,3,千如
3252,293.44,24.12,14.62,1.95,1.95,102,3,海灣
3259,383.69,26.58,-26.31,-26.25,-26.25,102,3,鑫創科技
3260,25039.3,14.15,8.91,9.43,7.6,102,3,威剛科技
3264,3671.62,28.33,19.15,19.22,16.2,102,3,欣銓科技
3265,1043.74,49.14,46.35,47.33,38.13,102,3,台星科
3268,598.33,10.24,-1.57,-1.61,-1.61,102,3,海德威
3276,624.88,11.43,3.95,-2.3,-2.3,102,3,宇環
3284,823.88,18.28,6.35,6.37,5.1,102,3,太普高
3285,911.57,16.47,1.82,2.02,1.64,102,3,微端
3287,567.87,32.28,4.59,6.34,5.85,102,3,廣寰
3288,269.53,31.24,-21.44,-20.12,-20.12,102,3,點晶科技
3289,1192.23,35.06,4.67,3.83,2.36,102,3,宜特科技
3290,1842.45,14.08,-0.58,12.19,8.62,102,3,東浦精密
3293,1186.15,83.25,5.74,8.76,7.49,102,3,鈊象電子
3294,3883.25,11.44,1.69,1.55,0.11,102,3,英濟
3297,676.75,35.03,14.85,16.0,14.27,102,3,杭特
3303,2213.88,22.07,5.45,5.92,4.69,102,3,岱稜
3306,946.34,21.11,2.27,6.6,6.13,102,3,鼎天國際
3310,300.13,22.85,6.7,2.48,2.4,102,3,佳穎精密
3313,1651.56,14.83,-3.56,-2.7,-2.42,102,3,斐成
3317,1856.88,18.58,0.55,1.61,1.26,102,3,尼克森微
3322,1652.59,14.57,-1.34,-0.4,-0.81,102,3,建舜電子
3323,3566.92,7.43,-0.08,0.79,0.5,102,3,加百裕
3324,3287.02,11.7,0.92,0.44,0.14,102,3,雙鴻科技
3325,1078.91,10.14,-0.41,-3.54,-3.24,102,3,旭品科技
3332,873.29,36.4,16.22,17.68,15.5,102,3,幸康
3339,1447.68,-23.14,-31.13,-32.2,-32.21,102,3,泰谷光電
3354,652.04,17.37,0.13,2.03,1.15,102,3,律勝科技
3360,5631.11,1.74,-2.07,-2.29,-2.13,102,3,尚立
3362,911.0,28.73,10.11,11.68,9.53,102,3,先進光電
3363,800.45,27.47,8.69,9.66,7.46,102,3,上詮
3372,1703.82,-3.23,-25.35,-24.93,-24.93,102,3,典範
3373,492.14,21.49,2.46,3.02,2.62,102,3,熱映
3379,774.63,18.45,0.33,0.98,0.31,102,3,彬台科技
3388,5274.79,15.48,5.81,6.27,5.03,102,3,崇越電
3390,873.96,31.38,22.52,25.86,22.83,102,3,旭軟
3402,812.6,16.94,1.44,1.1,0.07,102,3,漢科系統
3434,595.82,10.44,-0.07,0.29,0.29,102,3,哲固
3438,831.19,25.19,6.04,8.43,5.78,102,3,台灣類比
3441,538.71,14.5,2.3,2.37,0.62,102,3,聯一光學
3444,596.25,15.61,0.87,3.09,2.61,102,3,利機企業
3452,2183.21,-19.32,-29.81,-43.02,-43.02,102,3,益通光能
3455,792.02,40.68,-14.99,-12.96,-13.0,102,3,由田
3465,372.42,21.54,-0.74,-0.73,-0.92,102,3,進泰電子
3466,1216.75,16.03,5.34,6.6,4.6,102,3,致振
3479,2565.21,25.26,7.67,8.11,6.09,102,3,安勤科技
3483,2094.36,14.13,-2.68,-3.23,-3.56,102,3,力致
3484,1774.23,21.51,4.38,5.31,4.7,102,3,崧騰
3489,228.86,1.44,-8.39,-1.34,-1.57,102,3,森寶
3490,235.03,35.2,-0.21,17.77,16.28,102,3,單井
3491,798.82,36.2,16.58,17.84,14.56,102,3,昇達科
3498,2645.74,33.87,19.13,19.64,14.99,102,3,陽程科技
3499,349.44,24.53,-12.4,-18.83,-17.94,102,3,環天科
3508,3661.49,6.23,-0.55,1.58,0.03,102,3,位速
3511,677.39,24.5,-7.58,-5.4,-5.94,102,3,矽瑪科技
3512,422.38,3.31,-14.24,-15.34,-15.34,102,3,皇龍
3516,953.57,3.53,-16.96,-13.23,-11.38,102,3,亞帝歐
3520,543.01,2.87,-16.61,-17.89,-18.04,102,3,振維電子
3521,420.6,3.31,-11.98,-15.12,-15.12,102,3,鴻翊
3522,2138.75,10.01,3.46,2.72,1.86,102,3,御頂
3523,1106.46,1.11,-22.46,-25.38,-25.16,102,3,迎輝科技
3526,1194.46,26.79,2.27,2.46,1.69,102,3,凡甲科技
3527,1635.07,33.08,6.7,8.11,6.85,102,3,聚積
3529,577.7,100.0,40.49,40.6,34.51,102,3,力旺
3531,1505.75,18.11,4.83,6.84,5.88,102,3,先益電子
3537,2299.89,10.51,5.04,5.43,4.45,102,3,堡達
3540,2431.78,31.08,1.35,1.28,0.51,102,3,曜越科技
3541,772.24,32.88,10.55,11.55,8.65,102,3,西柏科技
3546,599.23,92.84,11.16,12.2,6.19,102,3,宇峻奧汀
3548,2136.21,22.26,2.81,4.68,3.76,102,3,兆利
3551,1038.23,38.16,24.51,25.11,20.63,102,3,世禾
3552,3300.16,28.35,10.15,11.14,8.57,102,3,同致電子
3555,710.46,4.09,-64.91,-60.63,-60.76,102,3,重鵬
3556,1181.11,57.76,33.91,35.67,31.27,102,3,禾瑞亞
3558,3603.99,28.73,8.71,9.7,8.46,102,3,神準
3562,503.91,-9.92,-17.88,-19.1,-19.1,102,3,頂晶科
3564,680.28,28.47,8.91,9.36,7.84,102,3,其陽
3567,286.27,22.19,4.01,4.62,4.09,102,3,逸昌科技
3570,562.18,43.15,12.5,12.39,9.96,102,3,大塚資訊
3577,560.62,53.31,13.09,14.5,12.98,102,3,泓格科技
3580,425.59,0.87,-28.4,-32.81,-31.46,102,3,友威科技
3587,712.25,42.3,26.22,26.37,23.38,102,3,閎康科技
3594,932.23,38.12,5.83,6.76,5.4,102,3,磐儀
3609,651.96,29.36,-0.63,0.13,-1.18,102,3,東林
3611,1607.65,44.29,27.15,28.6,21.67,102,3,鼎翰
3615,773.89,14.97,9.54,9.53,6.76,102,3,安可光電
3623,638.03,20.02,10.56,11.84,9.74,102,3,富晶通
3624,980.96,32.54,14.56,16.36,13.38,102,3,光頡
3625,324.46,3.46,-29.8,-28.27,-24.16,102,3,西勝
3628,1813.02,23.47,6.41,6.64,5.37,102,3,盈正豫順
3629,301.14,9.99,-0.85,-16.4,-17.95,102,3,地心引力
3630,1715.85,14.55,-1.13,0.83,0.69,102,3,新鉅科
3631,1081.62,11.6,7.25,8.52,6.86,102,3,晟楠
3632,750.74,30.29,4.27,4.97,3.09,102,3,研勤
3642,538.48,18.43,-2.56,-1.59,-1.54,102,3,駿熠電子
3646,769.93,23.36,2.52,3.79,3.07,102,3,艾恩特
3652,1366.19,31.89,0.07,0.56,0.43,102,3,精聯
3663,2610.47,4.16,-0.34,-0.08,-0.17,102,3,鑫科材料
3664,789.53,78.91,-10.9,-6.5,-7.16,102,3,安瑞-KY
3675,648.51,9.05,-2.68,-2.58,-2.37,102,3,德微科技
3680,1194.28,15.97,-4.21,-3.35,-3.12,102,3,家登精密
3684,298.22,38.66,8.95,10.94,9.58,102,3,榮昌
3685,527.68,30.53,11.82,10.38,8.39,102,3,元創精密
3687,306.75,32.75,-36.07,-32.52,-29.55,102,3,歐買尬
3689,3529.44,27.9,14.93,15.01,11.46,102,3,湧德電子
3691,3303.46,22.45,15.47,14.06,11.83,102,3,碩禾
3693,1926.96,30.5,14.3,14.4,11.24,102,3,營邦
4001,13667.88,-3.19,-5.36,-5.96,-6.18,102,3,櫃買測
4102,219.04,1.19,-27.78,-26.58,-24.65,102,3,永日化工
4105,2326.22,65.73,12.31,34.54,26.36,102,3,台灣東洋
4107,707.09,39.81,24.49,26.31,22.94,102,3,邦特生技
4109,409.8,32.44,0.89,1.18,0.13,102,3,加捷生醫
4111,675.78,31.75,10.99,11.26,9.09,102,3,濟生醫藥
4113,1093.79,31.6,22.13,21.57,21.08,102,3,聯上
4114,907.51,50.3,5.77,5.39,3.9,102,3,健喬信元
4120,3553.03,37.93,4.66,14.27,14.14,102,3,友華
4121,2093.73,26.78,-1.94,1.71,1.07,102,3,優盛醫學
4123,514.4,37.0,-7.49,7.65,5.92,102,3,晟德
4126,1091.95,38.66,25.58,26.9,23.2,102,3,太醫
4127,725.78,59.35,8.98,7.7,6.03,102,3,天良生技
4128,831.0,38.15,-39.01,-7.53,-8.19,102,3,中天生技
4129,703.13,63.09,4.15,5.61,3.48,102,3,聯合骨科
4130,304.23,43.69,12.56,16.13,14.49,102,3,健亞
4131,54.05,15.35,-77.16,-64.51,-64.51,102,3,晶宇生技
4138,598.64,34.6,2.79,3.82,2.46,102,3,曜亞國際
4139,295.84,23.21,-17.43,-9.99,-11.73,102,3,馬光-KY
4152,149.62,100.0,-164.74,-163.71,-163.95,102,3,台微體
4153,627.58,25.51,8.73,9.61,8.71,102,3,鈺緯
4154,272.13,67.14,8.06,7.4,7.79,102,3,康樂-KY
4157,51.61,78.76,-629.29,-526.73,-526.73,102,3,太景*-KY
4160,165.66,10.89,-27.53,-26.43,-24.52,102,3,創源生技
4161,334.67,26.79,9.08,14.97,11.9,102,3,聿新生技
4162,26.9,52.34,-406.78,-360.66,-360.66,102,3,智擎
4163,1132.41,37.64,18.05,20.29,17.07,102,3,鐿鈦科技
4168,9.84,88.38,-387.4,-325.33,-344.68,102,3,醣聯
4173,1066.12,17.05,5.84,4.3,3.7,102,3,久裕
4175,2491.92,31.37,3.66,4.04,3.18,102,3,杏一
4205,903.87,33.24,15.12,14.64,11.25,102,3,中華食品
4207,2934.48,14.43,8.68,10.22,8.99,102,3,環泰企業
4303,453.69,17.17,2.78,4.79,4.79,102,3,信立
4304,475.54,5.29,-14.84,-16.39,-15.97,102,3,勝昱
4305,972.83,18.25,13.25,13.83,11.21,102,3,世坤塑膠
4401,3623.38,18.94,14.96,15.62,12.87,102,3,東隆興業
4402,808.15,-7.35,-12.39,-14.11,-14.11,102,3,福大
4406,639.26,-0.1,-3.71,-2.02,-2.17,102,3,新昕纖維
4413,35.93,3.44,-68.15,-68.82,-68.82,102,3,飛寶企業
4415,21.45,-49.9,-215.4,-116.08,-164.13,102,3,台原藥
4416,377.02,49.49,31.3,28.47,12.39,102,3,三圓
4417,1772.51,18.23,7.39,8.89,6.65,102,3,金洲海洋
4419,182.75,-2.34,-13.92,-26.88,-27.02,102,3,元勝國際
4420,354.57,3.28,-0.96,0.71,0.59,102,3,光明絲織
4429,726.45,16.54,5.46,5.39,3.98,102,3,聚紡
4430,1586.03,25.04,7.03,9.28,7.47,102,3,耀億工業
4432,1591.99,17.29,9.27,10.99,8.82,102,3,銘旺實
4502,715.86,-1.1,-12.0,-16.35,-16.35,102,3,健信科技
4503,84.28,1.66,-35.98,-19.15,-14.22,102,3,金雨
4506,2333.14,27.18,12.68,14.44,12.24,102,3,崇友
4510,1460.21,22.42,8.2,8.26,6.87,102,3,高鋒工業
4513,1567.82,23.41,-1.13,-0.7,-1.9,102,3,福裕事業
4523,964.76,20.41,-1.87,3.8,2.88,102,3,永彰機電
4527,1498.33,26.14,8.28,7.54,6.06,102,3,霖
4528,1081.12,25.61,14.26,15.77,11.29,102,3,江興鍛壓
4529,0.35,-220.9,-15614.69,26906.5,26906.5,102,3,淳紳
4530,126.07,-5.23,-38.33,-45.51,-45.51,102,3,宏易創新
4533,2928.16,26.03,5.87,6.99,4.91,102,3,協易機械
4534,747.01,20.4,5.74,5.94,5.48,102,3,慶騰精密科技
4535,2552.25,14.57,7.05,8.28,6.67,102,3,至興精機
4541,627.57,27.95,15.57,12.89,10.14,102,3,晟田科技
4609,827.89,14.09,-3.58,-1.8,-1.47,102,3,唐鋒實業
4702,559.61,20.86,0.86,-3.88,-3.56,102,3,中美實
4706,1219.95,18.67,6.58,8.12,6.71,102,3,大恭化學
4711,1226.8,7.35,1.78,2.07,1.7,102,3,永純化工
4712,1330.03,-1.51,-8.59,-24.74,-25.18,102,3,南璋
4714,596.52,16.16,5.27,4.6,3.53,102,3,永捷
4716,1033.07,16.8,3.86,4.22,3.49,102,3,大立高
4721,1575.68,7.08,1.47,3.76,3.26,102,3,美琪瑪
4726,25.91,2.22,-352.57,-303.35,-304.61,102,3,永昕生物
4728,164.36,64.66,22.85,24.79,22.32,102,3,雙美
4729,3417.56,3.64,-10.81,-13.62,-11.67,102,3,熒茂
4735,414.54,18.51,-10.81,-3.1,-3.37,102,3,豪展醫療
4736,1722.68,46.01,13.56,16.45,13.27,102,3,泰博
4743,4.04,41.89,-1950.84,8757.0,7899.31,102,3,合一生技
4745,1989.01,35.29,12.8,14.51,10.77,102,3,合富-KY
4747,224.14,53.82,22.19,22.26,18.47,102,3,強生製藥
4903,1007.61,9.19,-3.42,-3.17,-3.3,102,3,聯光通信
4905,188.87,32.96,-13.01,0.6,-6.35,102,3,台聯電訊
4907,264.24,41.75,25.57,25.48,26.38,102,3,富宇地產
4908,962.39,26.23,12.06,13.34,10.3,102,3,前鼎光電
4909,1349.25,23.69,15.72,20.44,16.29,102,3,新復興
4911,36.71,77.69,-64.75,-3.86,-3.2,102,3,德英
4924,856.72,16.13,4.02,-3.52,-3.8,102,3,欣厚-KY
4933,2865.61,23.43,14.88,15.13,12.12,102,3,友輝
4939,1337.4,22.81,6.29,8.02,5.29,102,3,亞電
4944,1510.1,-15.72,-34.74,-18.57,-18.69,102,3,兆遠科技
4946,688.62,22.38,-8.55,-4.48,-4.69,102,3,紅心辣椒
4947,2015.2,50.19,23.22,24.61,20.33,102,3,昂寶-KY
4950,3309.32,-2.72,-11.85,-9.7,-8.05,102,3,牧東
4953,1614.54,18.7,2.0,3.45,2.19,102,3,緯創軟體
4966,2600.2,45.0,14.77,14.71,13.13,102,3,譜瑞-KY
4971,438.64,44.17,20.86,20.88,20.63,102,3,IET-KY
4972,761.01,29.1,5.56,6.33,4.66,102,3,湯石照明
4973,5413.81,9.97,3.23,3.82,3.2,102,3,廣穎電通
4974,2631.9,11.86,7.69,8.2,6.23,102,3,亞泰
4979,1556.76,16.98,6.42,6.91,5.26,102,3,華星光
4987,688.09,38.67,15.26,18.97,15.51,102,3,科誠
4995,388.52,33.18,8.48,9.48,7.69,102,3,晶達光電
5009,7915.22,11.67,2.73,2.3,1.31,102,3,榮剛
5011,641.15,10.4,3.06,4.01,3.92,102,3,久陽
5013,3543.49,10.83,6.31,5.63,3.81,102,3,強新工業
5014,8932.29,3.58,-0.21,-0.8,-0.91,102,3,建錩實業
5015,1882.13,12.77,4.48,4.36,3.64,102,3,華祺
5016,1928.0,10.82,5.05,4.41,3.43,102,3,松和工業
5102,819.85,6.64,-0.03,4.04,3.5,102,3,富強
5201,156.12,34.52,-12.7,25.51,29.58,102,3,凱衛資訊
5202,193.49,66.74,-15.17,-22.11,-22.99,102,3,力新國際
5205,19.71,12.14,-109.61,-361.85,-361.85,102,3,中茂
5206,1077.78,27.37,20.93,21.94,21.94,102,3,坤悅
5209,797.19,20.13,10.24,11.15,9.27,102,3,新鼎系統
5210,209.9,65.83,-8.05,-6.23,-5.62,102,3,寶碩
5211,245.93,65.93,7.61,9.26,7.05,102,3,蒙恬
5212,345.99,49.69,-12.86,-13.3,-14.9,102,3,凌網科技
5213,5051.0,39.86,33.3,31.42,27.72,102,3,亞昕國際
5227,452.76,6.24,-62.5,-61.7,-62.09,102,3,立凱-KY
5230,843.4,44.13,13.98,14.6,12.83,102,3,雷笛克光學
5251,976.42,30.36,16.85,18.02,14.66,102,3,天鉞電
5263,108.64,21.26,-75.84,-68.17,-64.99,102,3,智崴資訊
5272,495.21,56.37,18.64,19.7,19.25,102,3,笙科
5274,442.72,54.76,30.49,31.99,28.19,102,3,信驊科技
5278,239.01,85.22,30.62,30.94,25.43,102,3,尚凡
5287,706.76,71.23,38.49,41.42,34.42,102,3,數字
5289,2089.87,25.25,11.79,12.8,10.42,102,3,宜鼎國際
5301,528.71,18.13,2.25,5.35,5.35,102,3,寶得利
5302,212.05,45.0,-14.61,-10.03,-10.03,102,3,太欣
5304,761.74,24.23,-8.2,-20.73,-25.87,102,3,鼎創達
5306,1472.01,33.54,23.05,23.41,21.45,102,3,桂盟
5309,1342.51,10.61,-16.18,-9.13,-9.22,102,3,系統電子
5310,227.71,24.98,-0.51,8.94,7.58,102,3,天剛資訊
5312,1669.57,60.12,4.92,18.71,15.33,102,3,寶島科
5314,112.34,55.23,-62.83,-58.84,-58.84,102,3,世紀民生
5315,1164.33,2.53,-8.85,-6.83,-6.83,102,3,光聯科技
5317,1479.85,18.53,5.75,6.13,4.96,102,3,凱美
5321,489.08,4.25,-21.43,18.43,16.73,102,3,友銓電子
5324,3338.35,40.03,31.74,31.11,30.34,102,3,士開
5328,934.66,19.56,2.87,4.51,4.29,102,3,華容公司
5340,911.78,-5.07,-12.74,-11.93,-14.23,102,3,建榮工業
5344,112.45,1.09,-17.16,-11.98,-11.98,102,3,立衛科技
5345,175.44,24.23,-6.8,1.03,1.53,102,3,天揚
5347,15732.66,32.15,22.84,23.84,20.61,102,3,世界
5348,158.45,24.01,-55.61,-45.41,-45.87,102,3,系通科技
5349,5781.1,18.04,11.39,11.65,9.44,102,3,先豐通訊
5351,4934.18,14.49,-2.35,-1.59,-1.6,102,3,鈺創科技
5353,982.63,17.44,3.3,5.83,4.96,102,3,台林電通
5355,1212.32,23.47,12.86,16.18,13.78,102,3,佳總
5356,6427.59,11.74,7.41,13.16,10.39,102,3,協益電子
5364,35.05,80.07,6.27,36.11,36.11,102,3,力麗店
5371,52257.52,14.0,3.0,3.62,2.46,102,3,中光電
5381,1239.61,-1.01,-8.97,6.17,2.9,102,3,合正科技
5383,720.18,14.28,2.58,3.17,2.48,102,3,金利精密
5386,432.5,13.43,3.94,4.8,3.96,102,3,青雲國際
5392,3012.1,8.71,-4.72,13.38,10.46,102,3,應華精密
5398,237.03,25.29,1.41,3.05,1.67,102,3,慕康生醫
5403,1075.2,22.89,9.31,12.2,9.98,102,3,中菲電腦
5410,1245.04,25.61,3.61,5.17,4.46,102,3,國眾電腦
5425,5275.47,29.55,15.0,14.02,10.3,102,3,台半
5426,1128.11,23.71,12.61,16.46,12.92,102,3,振發
5432,119.1,28.2,7.52,11.06,10.85,102,3,達威光電
5438,2261.37,17.85,-0.77,0.39,-0.3,102,3,東友科技
5439,1209.42,15.25,8.0,8.48,7.06,102,3,高技
5443,1783.72,22.87,2.41,10.69,7.42,102,3,均豪精密
5450,459.86,24.59,-1.61,0.13,-3.14,102,3,寶聯通
5452,5698.73,6.26,1.13,0.61,0.34,102,3,佶優
5455,70.88,-26.88,-71.21,-61.19,-61.19,102,3,昇益
5457,1025.46,12.41,-9.53,-5.19,-5.05,102,3,宣德
5460,633.68,22.99,6.28,7.57,5.9,102,3,同協電子
5464,1190.99,9.56,3.41,9.2,9.24,102,3,霖宏科技
5465,1358.31,18.21,-0.41,0.98,0.78,102,3,富驊
5468,207.55,26.63,-17.37,-15.32,-15.32,102,3,凱鈺
5474,491.22,34.98,16.0,16.58,13.62,102,3,聰泰科技
5475,2192.62,3.13,-6.36,-3.56,-3.69,102,3,德宏工業
5478,7850.41,32.77,3.47,4.21,4.32,102,3,智冠
5481,173.31,-68.56,-91.18,-66.96,-66.09,102,3,新華
5483,16360.5,11.58,3.11,0.74,2.35,102,3,中美矽晶
5487,269.02,37.15,10.32,13.92,10.96,102,3,通泰
5488,1449.74,4.54,-4.64,-4.32,-4.58,102,3,松普科技
5489,1649.28,42.62,22.32,25.07,20.03,102,3,彩富電子
5490,1821.02,35.08,18.8,19.35,15.44,102,3,同亨
5493,1504.3,22.83,11.12,12.67,11.48,102,3,三聯科技
5498,1039.11,7.95,1.2,0.27,-0.25,102,3,凱崴電子
5508,3349.1,50.26,45.31,45.38,45.23,102,3,永信建設
5511,3970.62,14.73,12.2,13.88,11.0,102,3,德昌營造
5512,1832.0,47.32,37.64,34.27,30.5,102,3,力麒
5514,125.92,31.73,14.2,15.4,-1.39,102,3,三豐建設
5516,1166.32,3.85,2.29,1.86,1.31,102,3,雙喜營造
5520,2084.21,9.89,7.13,8.35,6.86,102,3,力泰建設
5523,67.88,7.07,-167.39,-623.85,-623.85,102,3,豐謙
5529,208.12,21.74,-8.43,-14.45,-27.46,102,3,志嘉建設
5530,3162.56,71.8,41.07,48.21,40.99,102,3,龍巖
5536,6481.37,11.81,6.5,7.12,5.23,102,3,聖暉
5601,54.34,67.49,40.76,41.3,35.56,102,3,臺聯貨櫃
5603,1555.05,11.64,2.11,1.99,1.79,102,3,陸海
5604,1180.72,28.83,8.46,8.83,7.32,102,3,中連貨運
5609,10288.05,16.16,1.3,1.35,1.2,102,3,中菲行
5701,1180.35,52.01,-22.95,-23.05,-23.06,102,3,劍湖山
5703,707.85,65.64,5.36,6.89,5.36,102,3,亞都麗緻
5704,233.14,44.6,16.41,17.6,14.68,102,3,知本老爺
5902,1429.41,10.81,1.25,1.28,1.26,102,3,德記
5903,40300.11,35.05,2.39,2.78,2.29,102,3,全家便利
5904,5236.34,40.34,8.8,9.82,8.15,102,3,寶雅
5905,1209.53,83.8,4.01,9.13,8.59,102,3,南仁湖
6101,760.3,0.53,-2.24,-2.4,-2.4,102,3,寬魚國際
6103,27.87,26.44,-123.28,-122.95,-122.95,102,3,合邦電子
6104,944.54,42.54,-9.51,-7.09,-7.37,102,3,創惟科技
6109,1426.96,13.31,-1.77,-1.75,-2.16,102,3,亞元科技
6111,255.83,87.82,3.85,4.66,2.74,102,3,大宇資訊
6113,1428.95,5.37,-3.89,-0.61,-0.76,102,3,亞矽科技
6114,292.77,7.23,-3.18,0.11,0.11,102,3,久威國際
6118,6582.3,3.76,0.12,0.18,0.14,102,3,建達國際
6121,37520.49,11.17,6.39,7.53,5.87,102,3,新普
6122,1263.99,4.08,-0.69,0.35,0.47,102,3,擎邦國際
6123,2480.94,18.28,2.58,2.35,1.74,102,3,上奇科技
6124,1514.28,22.28,4.69,6.05,4.84,102,3,業強科技
6125,5828.0,7.77,-1.38,-0.87,-0.21,102,3,廣運
6126,2707.87,25.2,5.09,3.64,2.56,102,3,信音企業
6127,687.3,9.86,-5.42,-7.33,-7.81,102,3,九豪精密
6129,1115.52,34.86,-7.43,-7.35,-8.69,102,3,普誠科技
6130,865.68,39.93,10.63,0.81,-0.55,102,3,星寶國際
6134,1827.45,2.43,-10.26,-10.86,-11.21,102,3,萬旭電業
6138,2268.87,28.05,5.63,6.97,5.16,102,3,茂達電子
6140,944.79,11.4,-1.31,-1.08,-0.89,102,3,訊達電腦
6143,4734.12,18.57,10.57,11.76,9.51,102,3,振曜科技
6144,638.09,34.87,-5.24,-4.05,-4.01,102,3,得利影視
6146,1695.51,44.98,25.24,24.97,20.6,102,3,耕興
6147,11975.07,25.66,18.81,22.24,17.84,102,3,頎邦科技
6148,3446.01,9.51,1.99,0.84,0.61,102,3,驊宏資
6150,2787.76,3.31,-3.66,-3.84,-3.89,102,3,撼訊科技
6151,1602.7,16.21,5.43,5.52,4.08,102,3,晉倫科技
6154,4433.13,14.61,3.02,2.86,2.32,102,3,順發
6156,2462.54,12.72,1.49,-0.57,-0.18,102,3,松上電子
6158,2625.15,15.61,-6.74,-5.98,-6.15,102,3,禾昌
6160,1089.79,42.89,2.67,5.09,4.16,102,3,欣技資訊
6161,5152.88,5.51,1.54,2.02,1.65,102,3,捷波
6163,2520.5,19.23,2.33,2.58,1.96,102,3,華電網
6167,1234.06,13.19,-1.19,-1.39,-1.4,102,3,久正光電
6169,238.88,40.64,-16.98,-15.4,-16.83,102,3,昱泉國際
6170,3884.88,9.26,-3.56,-3.29,-3.57,102,3,統振
